datetime,currency,amount,type
2008-11-23T00:00:00Z,USD,1000.0,TRANSFER IN
2023-08-15T00:00:00Z,USD,2000.0,TRANSFER IN
2023-08-15T00:00:00Z,USD,10.0,TRANSFER OUT
2023-08-15T00:00:00Z,USD,500.0,TRANSFER OUT
2023-08-16T00:00:00Z,USD,100000.0,TRANSFER IN
2023-08-17T00:00:00Z,USD,1342792.0,TRANSFER IN
2023-08-17T00:00:00Z,USD,662017.0,TRANSFER IN
2023-08-17T00:00:00Z,USD,42065.97,TRANSFER OUT
2023-08-17T00:00:00Z,USD,461794.75,TRANSFER OUT
2023-08-18T00:00:00Z,USDD,380000.0,TRANSFER OUT
2023-08-18T00:00:00Z,USD,49750.0,TRANSFER OUT
2023-08-18T00:00:00Z,USD,429513.66,TRANSFER OUT
2023-08-18T00:00:00Z,USD,500000.0,TRANSFER OUT
2023-08-21T00:00:00Z,USD,1524332.0,TRANSFER IN
2023-08-21T00:00:00Z,USD,799304.0,TRANSFER IN
2023-08-21T00:00:00Z,USD,10.0,TRANSFER OUT
2023-08-21T00:00:00Z,USD,650000.0,TRANSFER OUT
2023-08-21T00:00:00Z,USD,997100.0,TRANSFER OUT
2023-08-21T00:00:00Z,USD,98104.8,TRANSFER OUT
2023-08-21T00:00:00Z,USD,798260.54,TRANSFER OUT
2023-08-22T00:00:00Z,USD,767827.0,TRANSFER IN
2023-08-22T00:00:00Z,USD,250376.0,TRANSFER IN
2023-08-22T00:00:00Z,USD,60974.0,TRANSFER IN
2023-08-22T00:00:00Z,USD,31987.0,TRANSFER IN
2023-08-22T00:00:00Z,USD,500000.0,TRANSFER IN
2023-08-22T00:00:00Z,USD,499000.0,TRANSFER OUT
2023-08-22T00:00:00Z,USD,53945.92,TRANSFER OUT
2023-08-22T00:00:00Z,USD,99500.0,TRANSFER OUT
2023-08-22T00:00:00Z,USD,250049.1,TRANSFER OUT
2023-08-22T00:00:00Z,USD,299250.0,TRANSFER OUT
2023-08-22T00:00:00Z,USD,328079.79,TRANSFER OUT
2023-08-23T00:00:00Z,USD,4796160.0,TRANSFER IN
2023-08-23T00:00:00Z,USD,100000.0,TRANSFER IN
2023-08-23T00:00:00Z,USD,100000.0,TRANSFER IN
2023-08-23T00:00:00Z,USD,490000.0,TRANSFER IN
2023-08-23T00:00:00Z,USD,199000.05,TRANSFER OUT
2023-08-23T00:00:00Z,USD,99496.23,TRANSFER OUT
2023-08-23T00:00:00Z,USD,229794.94,TRANSFER OUT
2023-08-23T00:00:00Z,USD,249246.22,TRANSFER OUT
2023-08-23T00:00:00Z,USD,532000.0,TRANSFER OUT
2023-08-23T00:00:00Z,USD,848300.0,TRANSFER OUT
2023-08-23T00:00:00Z,USD,948100.0,TRANSFER OUT
2023-08-23T00:00:00Z,USD,1995984.03,TRANSFER OUT
2023-08-24T00:00:00Z,USD,2596733.0,TRANSFER IN
2023-08-24T00:00:00Z,USD,999581.0,TRANSFER IN
2023-08-24T00:00:00Z,USD,250000.0,TRANSFER IN
2023-08-24T00:00:00Z,USD,250000.0,TRANSFER IN
2023-08-24T00:00:00Z,USD,99500.0,TRANSFER OUT
2023-08-24T00:00:00Z,USD,72631.23,TRANSFER OUT
2023-08-24T00:00:00Z,USD,310048.06,TRANSFER OUT
2023-08-24T00:00:00Z,USD,400078.56,TRANSFER OUT
2023-08-24T00:00:00Z,USD,998000.0,TRANSFER OUT
2023-08-24T00:00:00Z,USD,1995999.0,TRANSFER OUT
2023-08-25T00:00:00Z,USD,1770827.0,TRANSFER IN
2023-08-25T00:00:00Z,USD,250000.0,TRANSFER IN
2023-08-25T00:00:00Z,USD,498750.0,TRANSFER OUT
2023-08-25T00:00:00Z,USD,20000.24,TRANSFER OUT
2023-08-25T00:00:00Z,USD,99500.0,TRANSFER OUT
2023-08-25T00:00:00Z,USD,209365.02,TRANSFER OUT
2023-08-25T00:00:00Z,USD,223277.19,TRANSFER OUT
2023-08-25T00:00:00Z,USD,664000.01,TRANSFER OUT
2023-08-28T00:00:00Z,USD,3165056.0,TRANSFER IN
2023-08-28T00:00:00Z,USD,2524987.0,TRANSFER IN
2023-08-28T00:00:00Z,USD,40750.0,TRANSFER IN
2023-08-28T00:00:00Z,USD,210000.0,TRANSFER IN
2023-08-28T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,898290.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,9900.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,209365.02,TRANSFER OUT
2023-08-28T00:00:00Z,USD,249250.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,320915.88,TRANSFER OUT
2023-08-28T00:00:00Z,USD,330627.02,TRANSFER OUT
2023-08-28T00:00:00Z,USD,400078.55,TRANSFER OUT
2023-08-28T00:00:00Z,USD,661000.0,TRANSFER OUT
2023-08-28T00:00:00Z,USD,996995.02,TRANSFER OUT
2023-08-28T00:00:00Z,USD,1961470.2,TRANSFER OUT
2023-08-29T00:00:00Z,USD,3877755.0,TRANSFER IN
2023-08-29T00:00:00Z,USD,274000.0,TRANSFER OUT
2023-08-29T00:00:00Z,USD,299125.01,TRANSFER OUT
2023-08-29T00:00:00Z,USD,331385.19,TRANSFER OUT
2023-08-29T00:00:00Z,USD,998000.0,TRANSFER OUT
2023-08-29T00:00:00Z,USD,1968754.6,TRANSFER OUT
2023-08-30T00:00:00Z,USD,1999485.0,TRANSFER IN
2023-08-30T00:00:00Z,USD,2788884.0,TRANSFER IN
2023-08-30T00:00:00Z,USD,50089.0,TRANSFER IN
2023-08-30T00:00:00Z,USD,250000.0,TRANSFER IN
2023-08-30T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-08-30T00:00:00Z,USD,137500.0,TRANSFER OUT
2023-08-30T00:00:00Z,USD,148182.17,TRANSFER OUT
2023-08-30T00:00:00Z,USD,335781.03,TRANSFER OUT
2023-08-30T00:00:00Z,USD,763455.0,TRANSFER OUT
2023-08-30T00:00:00Z,USD,998000.0,TRANSFER OUT
2023-08-30T00:00:00Z,USD,1005446.0,TRANSFER OUT
2023-08-30T00:00:00Z,USD,1225684.0,TRANSFER OUT
2023-08-31T00:00:00Z,USD,1999600.0,TRANSFER IN
2023-08-31T00:00:00Z,USD,200000.0,TRANSFER IN
2023-08-31T00:00:00Z,USD,150000.0,TRANSFER OUT
2023-08-31T00:00:00Z,USD,79760.0,TRANSFER OUT
2023-08-31T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-08-31T00:00:00Z,USD,99500.0,TRANSFER OUT
2023-08-31T00:00:00Z,USD,99700.0,TRANSFER OUT
2023-08-31T00:00:00Z,USD,199395.96,TRANSFER OUT
2023-08-31T00:00:00Z,USD,235664.74,TRANSFER OUT
2023-08-31T00:00:00Z,USD,660000.0,TRANSFER OUT
2009-01-23T00:00:00Z,USD,4874812.0,TRANSFER IN
2009-01-23T00:00:00Z,USD,500000.0,TRANSFER OUT
2009-01-23T00:00:00Z,USD,10000.0,TRANSFER OUT
2009-01-23T00:00:00Z,USD,90000.0,TRANSFER OUT
2009-01-23T00:00:00Z,USD,30018.8,TRANSFER OUT
2009-01-23T00:00:00Z,USD,404472.38,TRANSFER OUT
2009-01-23T00:00:00Z,USD,99700.0,TRANSFER OUT
2009-01-23T00:00:00Z,USD,253960.75,TRANSFER OUT
2009-01-23T00:00:00Z,USD,309097.8,TRANSFER OUT
2009-01-23T00:00:00Z,USD,928000.0,TRANSFER OUT
2009-01-23T00:00:00Z,USD,1426268.0,TRANSFER OUT
2009-01-23T00:00:00Z,USD,1789563.0,TRANSFER OUT
2009-05-23T00:00:00Z,USD,1798605.0,TRANSFER IN
2009-05-23T00:00:00Z,USD,99918.0,TRANSFER IN
2009-05-23T00:00:00Z,USD,78255.0,TRANSFER IN
2009-05-23T00:00:00Z,USDD,99500.0,TRANSFER OUT
2009-05-23T00:00:00Z,USD,99500.0,TRANSFER OUT
2009-05-23T00:00:00Z,USD,100495.0,TRANSFER OUT
2009-05-23T00:00:00Z,USD,358294.92,TRANSFER OUT
2009-05-23T00:00:00Z,USD,401474.95,TRANSFER OUT
2009-05-23T00:00:00Z,USD,4000.0,TRANSFER OUT
2009-05-23T00:00:00Z,USD,54725.0,TRANSFER OUT
2009-05-23T00:00:00Z,USD,98104.8,TRANSFER OUT
2009-05-23T00:00:00Z,USD,258327.76,TRANSFER OUT
2009-05-23T00:00:00Z,USD,329039.8,TRANSFER OUT
2009-05-23T00:00:00Z,USD,502000.0,TRANSFER OUT
2009-06-23T00:00:00Z,USD,5992626.0,TRANSFER IN
2009-06-23T00:00:00Z,USD,1000.0,TRANSFER IN
2009-06-23T00:00:00Z,USD,103680.0,TRANSFER IN
2009-06-23T00:00:00Z,USD,350000.0,TRANSFER IN
2009-06-23T00:00:00Z,USD,99700.0,TRANSFER OUT
2009-06-23T00:00:00Z,USD,383573.87,TRANSFER OUT
2009-06-23T00:00:00Z,USD,504625.91,TRANSFER OUT
2009-06-23T00:00:00Z,USD,833797.06,TRANSFER OUT
2009-06-23T00:00:00Z,USD,998200.0,TRANSFER OUT
2009-06-23T00:00:00Z,USD,1637203.09,TRANSFER OUT
2009-06-23T00:00:00Z,USD,1856497.0,TRANSFER OUT
2009-07-23T00:00:00Z,USD,299751.0,TRANSFER IN
2009-07-23T00:00:00Z,USD,1049099.0,TRANSFER IN
2009-07-23T00:00:00Z,USD,1700000.0,TRANSFER IN
2009-07-23T00:00:00Z,USD,4995500.0,TRANSFER IN
2009-07-23T00:00:00Z,USD,200000.0,TRANSFER IN
2009-07-23T00:00:00Z,USD,99500.0,TRANSFER OUT
2009-07-23T00:00:00Z,USD,798400.0,TRANSFER OUT
2009-07-23T00:00:00Z,USD,997800.0,TRANSFER OUT
2009-07-23T00:00:00Z,USD,1778312.33,TRANSFER OUT
2009-07-23T00:00:00Z,USD,19800.0,TRANSFER OUT
2009-07-23T00:00:00Z,USD,300093.8,TRANSFER OUT
2009-07-23T00:00:00Z,USD,407916.24,TRANSFER OUT
2009-07-23T00:00:00Z,USD,998200.0,TRANSFER OUT
2009-07-23T00:00:00Z,USD,1356497.0,TRANSFER OUT
2009-07-23T00:00:00Z,USD,1656266.0,TRANSFER OUT
2009-08-23T00:00:00Z,USD,1399300.0,TRANSFER IN
2009-08-23T00:00:00Z,USD,120000.0,TRANSFER IN
2009-08-23T00:00:00Z,USD,99500.0,TRANSFER OUT
2009-08-23T00:00:00Z,USD,100495.0,TRANSFER OUT
2009-08-23T00:00:00Z,USD,99750.0,TRANSFER OUT
2009-08-23T00:00:00Z,USD,199500.0,TRANSFER OUT
2009-08-23T00:00:00Z,USD,238531.34,TRANSFER OUT
2009-08-23T00:00:00Z,USD,259242.8,TRANSFER OUT
2009-08-23T00:00:00Z,USD,560000.0,TRANSFER OUT
2009-11-23T00:00:00Z,USD,3643755.0,TRANSFER IN
2009-11-23T00:00:00Z,USD,130000.0,TRANSFER IN
2009-11-23T00:00:00Z,USD,200000.0,TRANSFER IN
2009-11-23T00:00:00Z,USD,359211.0,TRANSFER OUT
2009-11-23T00:00:00Z,USD,99500.0,TRANSFER OUT
2009-11-23T00:00:00Z,USD,304540.77,TRANSFER OUT
2009-11-23T00:00:00Z,USD,383248.35,TRANSFER OUT
2009-11-23T00:00:00Z,USD,392771.0,TRANSFER OUT
2009-11-23T00:00:00Z,USD,299127.75,TRANSFER OUT
2009-11-23T00:00:00Z,USD,500000.0,TRANSFER OUT
2009-11-23T00:00:00Z,USD,575666.67,TRANSFER OUT
2009-11-23T00:00:00Z,USD,826000.0,TRANSFER OUT
2009-12-23T00:00:00Z,USD,999700.0,TRANSFER IN
2009-12-23T00:00:00Z,USD,219340.0,TRANSFER OUT
2009-12-23T00:00:00Z,USD,260309.46,TRANSFER OUT
2009-12-23T00:00:00Z,USD,299136.72,TRANSFER OUT
2009-12-23T00:00:00Z,USD,497000.0,TRANSFER OUT
2023-09-13T00:00:00Z,USD,1199640.0,TRANSFER IN
2023-09-13T00:00:00Z,USD,50000.0,TRANSFER IN
2023-09-13T00:00:00Z,USD,295096.85,TRANSFER OUT
2023-09-13T00:00:00Z,USD,299097.75,TRANSFER OUT
2023-09-13T00:00:00Z,USD,551000.0,TRANSFER OUT
2023-09-14T00:00:00Z,USD,4044131.0,TRANSFER IN
2023-09-14T00:00:00Z,USD,299970.0,TRANSFER IN
2023-09-14T00:00:00Z,USD,382741.67,TRANSFER OUT
2023-09-14T00:00:00Z,USD,410826.09,TRANSFER OUT
2023-09-14T00:00:00Z,USD,964523.0,TRANSFER OUT
2023-09-14T00:00:00Z,USD,1258752.0,TRANSFER OUT
2023-09-14T00:00:00Z,USD,1345689.0,TRANSFER OUT
2023-09-15T00:00:00Z,USD,899820.0,TRANSFER IN
2023-09-15T00:00:00Z,USD,231363.31,TRANSFER OUT
2023-09-15T00:00:00Z,USD,249247.22,TRANSFER OUT
2023-09-15T00:00:00Z,USD,497000.0,TRANSFER OUT
2023-09-18T00:00:00Z,USD,250000.0,TRANSFER IN
2023-09-18T00:00:00Z,USD,3300330.0,TRANSFER IN
2023-09-18T00:00:00Z,USD,94520.12,TRANSFER OUT
2023-09-18T00:00:00Z,USD,109450.0,TRANSFER OUT
2023-09-18T00:00:00Z,USD,109450.0,TRANSFER OUT
2023-09-18T00:00:00Z,USD,997100.0,TRANSFER OUT
2023-09-18T00:00:00Z,USD,99700.21,TRANSFER OUT
2023-09-18T00:00:00Z,USD,160500.0,TRANSFER OUT
2023-09-18T00:00:00Z,USD,249250.0,TRANSFER OUT
2023-09-18T00:00:00Z,USD,340003.51,TRANSFER OUT
2023-09-18T00:00:00Z,USD,398797.22,TRANSFER OUT
2023-09-18T00:00:00Z,USD,998200.0,TRANSFER OUT
2023-09-19T00:00:00Z,USD,2399770.0,TRANSFER IN
2023-09-19T00:00:00Z,USD,130000.0,TRANSFER IN
2023-09-19T00:00:00Z,USD,99500.0,TRANSFER OUT
2023-09-19T00:00:00Z,USD,99720.0,TRANSFER OUT
2023-09-19T00:00:00Z,USD,100100.0,TRANSFER OUT
2023-09-19T00:00:00Z,USD,161514.0,TRANSFER OUT
2023-09-19T00:00:00Z,USD,198434.33,TRANSFER OUT
2023-09-19T00:00:00Z,USD,299127.22,TRANSFER OUT
2023-09-19T00:00:00Z,USD,598920.0,TRANSFER OUT
2023-09-19T00:00:00Z,USD,998200.0,TRANSFER OUT
2023-09-20T00:00:00Z,USD,999918.43,TRANSFER IN
2023-09-20T00:00:00Z,USD,149987.63,TRANSFER IN
2023-09-20T00:00:00Z,USD,10000.0,TRANSFER IN
2023-09-20T00:00:00Z,USD,99500.0,TRANSFER OUT
2023-09-20T00:00:00Z,USD,99799.7,TRANSFER OUT
2023-09-20T00:00:00Z,USD,60000.0,TRANSFER OUT
2023-09-20T00:00:00Z,USD,171982.5,TRANSFER OUT
2023-09-20T00:00:00Z,USD,210214.67,TRANSFER OUT
2023-09-20T00:00:00Z,USD,213171.96,TRANSFER OUT
2023-09-20T00:00:00Z,USD,309956.93,TRANSFER OUT
2023-09-21T00:00:00Z,USD,4420542.0,TRANSFER IN
2023-09-21T00:00:00Z,USD,100000.0,TRANSFER IN
2023-09-21T00:00:00Z,USD,145000.0,TRANSFER IN
2023-09-21T00:00:00Z,USD,410000.0,TRANSFER IN
2023-09-21T00:00:00Z,USD,99701.0,TRANSFER OUT
2023-09-21T00:00:00Z,USD,1423.33,TRANSFER OUT
2023-09-21T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-09-21T00:00:00Z,USD,160000.0,TRANSFER OUT
2023-09-21T00:00:00Z,USD,199397.22,TRANSFER OUT
2023-09-21T00:00:00Z,USD,204179.37,TRANSFER OUT
2023-09-21T00:00:00Z,USD,765434.0,TRANSFER OUT
2023-09-21T00:00:00Z,USD,1157306.28,TRANSFER OUT
2023-09-21T00:00:00Z,USD,1825636.0,TRANSFER OUT
2023-09-22T00:00:00Z,USD,2958002.0,TRANSFER IN
2023-09-22T00:00:00Z,USD,145000.0,TRANSFER IN
2023-09-22T00:00:00Z,USD,277528.19,TRANSFER OUT
2023-09-22T00:00:00Z,USD,319040.01,TRANSFER OUT
2023-09-22T00:00:00Z,USD,998500.0,TRANSFER OUT
2023-09-22T00:00:00Z,USD,161514.0,TRANSFER OUT
2023-09-22T00:00:00Z,USD,299106.19,TRANSFER OUT
2023-09-22T00:00:00Z,USD,303601.29,TRANSFER OUT
2023-09-22T00:00:00Z,USD,998200.0,TRANSFER OUT
2023-09-25T00:00:00Z,USD,1606600.0,TRANSFER IN
2023-09-25T00:00:00Z,USD,99997.75,TRANSFER IN
2023-09-25T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-09-25T00:00:00Z,USD,460613.93,TRANSFER OUT
2023-09-25T00:00:00Z,USD,134595.0,TRANSFER OUT
2023-09-25T00:00:00Z,USD,149400.0,TRANSFER OUT
2023-09-25T00:00:00Z,USD,209388.22,TRANSFER OUT
2023-09-25T00:00:00Z,USD,262803.79,TRANSFER OUT
2023-09-25T00:00:00Z,USD,266393.34,TRANSFER OUT
2023-09-25T00:00:00Z,USD,400000.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,7755373.0,TRANSFER IN
2023-09-26T00:00:00Z,USD,50000.0,TRANSFER IN
2023-09-26T00:00:00Z,USD,63600.0,TRANSFER IN
2023-09-26T00:00:00Z,USD,266000.0,TRANSFER IN
2023-09-26T00:00:00Z,USD,1497255.0,TRANSFER IN
2023-09-26T00:00:00Z,USD,2000.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,249745.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,300000.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,358605.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,499000.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,149546.8,TRANSFER OUT
2023-09-26T00:00:00Z,USD,326971.62,TRANSFER OUT
2023-09-26T00:00:00Z,USD,398400.7,TRANSFER OUT
2023-09-26T00:00:00Z,USD,499100.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,500000.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,1497300.0,TRANSFER OUT
2023-09-26T00:00:00Z,USD,1569924.86,TRANSFER OUT
2023-09-26T00:00:00Z,USD,1652673.0,TRANSFER OUT
2023-09-27T00:00:00Z,USD,3996400.0,TRANSFER IN
2023-09-27T00:00:00Z,USD,2000.0,TRANSFER OUT
2023-09-27T00:00:00Z,USD,9800.77,TRANSFER OUT
2023-09-27T00:00:00Z,USD,49747.02,TRANSFER OUT
2023-09-27T00:00:00Z,USD,99500.0,TRANSFER OUT
2023-09-27T00:00:00Z,USD,100495.0,TRANSFER OUT
2023-09-27T00:00:00Z,USD,430078.5,TRANSFER OUT
2023-09-27T00:00:00Z,USD,169830.0,TRANSFER OUT
2023-09-27T00:00:00Z,USD,299106.77,TRANSFER OUT
2023-09-27T00:00:00Z,USD,332873.19,TRANSFER OUT
